gene	gene_start	gene_end	CHROM	gene_length
69	LOC105378586	1599433	1607210	1	7777
70	MIB2	1615415	1630610	1	15195
71	MMP23B	1632173	1634654	1	2481
72	MMP23A	1632780	1634651	1	1871
73	CDK11B	1635225	1659004	1	23779
74	SLC35E2B	1661478	1692795	1	31317
75	CDK11A	1702379	1724357	1	21978
76	SLC35E2A	1724838	1745999	1	21161
77	NADK	1751232	1780031	1	28799
78	GNB1	1785285	1891117	1	105832
79	CALML6	1915260	1917296	1	2036
80	TMEM52	1917591	1919279	1	1688
81	CFAP74	1921957	2003786	1	81829
82	GABRD	2019345	2030758	1	11413
83	LOC105378591	2049201	2050070	1	869
84	PRKCZ	2050411	2185395	1	134984
85	PRKCZ-AS1	2181794	2183875	1	2081
86	FAAP20	2184460	2207733	1	23273
87	SKI	2228319	2310213	1	81894
88	MORN1	2321253	2391554	1	70301
89	LOC100129534	2350415	2352661	1	2246
90	RER1	2391841	2405436	1	13595
91	PEX10	2403974	2413827	1	9853
92	PLCH2	2467451	2505532	1	38081
93	PANK4	2508537	2526596	1	18059
94	HES5	2528745	2530263	1	1518
95	TNFRSF14-AS1	2549920	2557011	1	7091
96	TNFRSF14	2556365	2565622	1	9257
97	LOC100996583	2566535	2584534	1	17999
98	PRXL2B	2586523	2591468	1	4945
99	MMEL1	2590640	2633016	1	42376
100	TTC34	2641269	2800868	1	159599
101	ACTRT2	3021467	3022903	1	1436
102	PRDM16-DT	3059617	3067725	1	8108
103	PRDM16	3069203	3438621	1	369418
104	MIR4251	3127975	3128035	1	60
105	ARHGEF16	3454665	3481113	1	26448
106	MEGF6	3487951	3611508	1	123557
107	MIR551A	3560696	3560790	1	94
108	TPRG1L	3625015	3630127	1	5112
109	WRAP73	3630770	3650103	1	19333
110	TP73	3652516	3736201	1	83685
111	TP73-AS1	3735984	3747373	1	11389
112	CCDC27	3752450	3771645	1	19195
113	SMIM1	3772761	3775982	1	3221
114	LRRC47	3778559	3796498	1	17939
115	CEP104	3812086	3857211	1	45125
116	DFFB	3857267	3885429	1	28162
117	C1orf174	3889133	3900272	1	11139
118	LINC01134	3900404	3915447	1	15043
119	LINC01346	3940612	3952583	1	11971
120	LINC01345	3947149	3948980	1	1831
121	LINC01777	4412051	4424684	1	12633
122	LINC01646	4571487	4583704	1	12217
123	AJAP1	4654609	4792522	1	137913
124	MIR4689	5862672	5862741	1	69
125	NPHP4	5862811	5992425	1	129614
126	KCNAB2	5992676	6101180	1	108504
127	CHD5	6101787	6180321	1	78534
128	RPL22	6185020	6199595	1	14575
129	LOC102724450	6204840	6205780	1	940
130	RNF207	6206119	6221299	1	15180
131	ICMT	6221193	6235964	1	14771
132	LINC00337	6236240	6239442	1	3202
133	HES3	6244179	6245578	1	1399
134	GPR153	6247353	6261098	1	13745
135	ACOT7	6264272	6393766	1	129494
136	HES2	6415234	6419919	1	4685
137	ESPN	6424776	6460944	1	36168
138	MIR4252	6429834	6429896	1	62
139	TNFRSF25	6461154	6466195	1	5041
140	PLEKHG5	6466092	6520061	1	53969
141	NOL9	6521347	6554513	1	33166
142	TAS1R1	6555307	6579755	1	24448
143	ZBTB48	6579994	6589280	1	9286
144	KLHL21	6590724	6602869	1	12145
145	PHF13	6613731	6624030	1	10299
146	THAP3	6625150	6635586	1	10436
147	DNAJC11	6634170	6701816	1	67646
148	LINC01672	6724745	6730012	1	5267
149	CAMTA1-DT	6783892	6784980	1	1088
150	CAMTA1	6785454	7769706	1	984252
151	CAMTA1-AS2	7382487	7389754	1	7267
152	VAMP3	7771296	7781432	1	10136
153	PER3	7784187	7845177	1	60990
154	UTS2	7847612	7853491	1	5879
155	TNFRSF9	7915871	7940839	1	24968
156	PARK7	7961711	7985505	1	23794
157	ERRFI1	8011727	8026309	1	14582
158	LINC01714	8208672	8215208	1	6536
159	SLC45A1	8318114	8344165	1	26051
160	RERE	8352404	8817640	1	465236
161	RERE-AS1	8424645	8435016	1	10371
162	SNORD128	8494800	8494913	1	113
163	ENO1	8861000	8878686	1	17686
164	MIR6728	8866502	8866590	1	88
165	ENO1-AS1	8878835	8879884	1	1049
166	CA6	8945868	8975089	1	29221
167	SLC2A7	9003300	9026345	1	23045
168	SLC2A5	9035106	9072259	1	37153
169	GPR157	9100305	9129102	1	28797
170	MIR34AHG	9148011	9182338	1	34327
171	MIR34A	9151668	9151777	1	109
172	LNCTAM34A	9182204	9192085	1	9881
173	H6PD	9234774	9271335	1	36561
174	SPSB1	9292894	9369531	1	76637
175	LINC02606	9425094	9428996	1	3902
176	SLC25A33	9539465	9585173	1	45708
177	TMEM201	9588911	9614877	1	25966
178	PIK3CD	9651731	9729114	1	77383
179	PIK3CD-AS1	9652610	9654586	1	1976
180	PIK3CD-AS2	9672426	9687574	1	15148
181	CLSTN1	9729021	9824526	1	95505
182	CTNNBIP1	9848276	9910269	1	61993
183	LZIC	9922118	9943391	1	21273
184	NMNAT1	9942923	9985498	1	42575
185	TMEM274P	9950572	9960787	1	10215
186	MIR5697	9967381	9967458	1	77
187	RBP7	9997228	10016021	1	18793
188	UBE4B	10032958	10181238	1	148280
189	KIF1B	10210570	10381603	1	171033
190	RNU6-1	10298966	10299070	1	104
191	PGD	10399064	10420511	1	21447
192	CENPS	10430433	10442808	1	12375
193	CENPS-CORT	10430433	10452153	1	21720
194	CORT	10450031	10451998	1	1967
195	DFFA	10456522	10472529	1	16007
196	PEX14	10474950	10630758	1	155808
197	CASZ1	10636606	10796646	1	160040
198	C1orf127	10946473	10982037	1	35564
199	TARDBP	11012622	11025492	1	12870
200	MASP2	11026523	11047239	1	20716
201	SRM	11054590	11060018	1	5428
202	EXOSC10	11066619	11099869	1	33250
203	EXOSC10-AS1	11099675	11102106	1	2431
204	MTOR	11106535	11262551	1	156016
205	MTOR-AS1	11143898	11149538	1	5640
206	ANGPTL7	11189355	11195981	1	6626
207	UBIAD1	11273198	11299571	1	26373
208	DISP3	11479155	11537551	1	58396
209	LINC01647	11609531	11613354	1	3823
210	FBXO2	11648387	11654429	1	6042
211	FBXO44	11654407	11663327	1	8920
212	FBXO6	11664200	11674352	1	10152
213	MAD2L2	11674480	11691621	1	17141
214	DRAXIN	11691710	11725857	1	34147
215	AGTRAP	11736085	11750771	1	14686
216	C1orf167	11762193	11789585	1	27392
217	C1orf167-AS1	11777077	11779619	1	2542
218	MTHFR	11785726	11805964	1	20238
219	CLCN6	11806096	11843144	1	37048
220	NPPA-AS1	11840319	11847616	1	7297
221	NPPA	11845710	11847783	1	2073
222	NPPB	11857464	11858945	1	1481
223	RNU5E-1	11908154	11908272	1	118
224	KIAA2013	11919591	11926427	1	6836
225	PLOD1	11934717	11975537	1	40820
226	MFN2	11980181	12013515	1	33334
227	MIIP	12019498	12032045	1	12547
228	MIR6729	12029158	12029222	1	64
229	TNFRSF8	12063303	12144207	1	80904
230	MIR7846	12166943	12167038	1	95
231	TNFRSF1B	12166991	12209220	1	42229
232	MIR4632	12191713	12191773	1	60
233	VPS13D	12230030	12512046	1	282016
234	SNORA59B	12507246	12507397	1	151
235	DHRS3	12567910	12618210	1	50300
236	MIR6730	12578957	12579023	1	66
237	AADACL4	12644547	12667086	1	22539
238	AADACL3	12716110	12728760	1	12650
239	C1orf158	12746200	12763699	1	17499
240	PRAMEF12	12774848	12777905	1	3057
241	PRAMEF1	12791397	12796628	1	5231
242	LINC01784	12822686	12823223	1	537
243	PRAMEF11	12824605	12831410	1	6805
244	HNRNPCL1	12847377	12848756	1	1379
245	PRAMEF2	12857086	12861909	1	4823
246	PRAMEF4	12879212	12886201	1	6989
247	PRAMEF10	12892896	12898270	1	5374
248	PRAMEF7	12916647	12920480	1	3833
249	PRAMEF6	12938472	12947580	1	9108
250	PRAMEF27	13049808	13053659	1	3851
251	HNRNPCL4	13061310	13062237	1	927
252	PRAMEF26	13073678	13077884	1	4206
253	HNRNPCL2	13115488	13116854	1	1366
254	HNRNPCL3	13115488	13116493	1	1005
255	PRAMEF36P	13127069	13132274	1	5205
256	PRAMEF25	13148751	13153111	1	4360
257	PRAMEF9	13175281	13179132	1	3851
258	PRAMEF13	13196188	13201409	1	5221
259	PRAMEF18	13222695	13226154	1	3459
260	PRAMEF22	13223332	13226112	1	2780
261	PRAMEF5	13254198	13263435	1	9237
262	PRAMEF8	13281304	13285137	1	3833
263	PRAMEF33	13303539	13308907	1	5368
264	PRAMEF15	13315581	13322598	1	7017
265	PRAMEF14	13341892	13347134	1	5242
266	PRAMEF19	13368431	13371947	1	3516
267	PRAMEF17	13389632	13392629	1	2997
268	PRAMEF20	13410450	13421328	1	10878
269	LRRC38	13474973	13514003	1	39030
270	PDPN	13583757	13617957	1	34200
271	PRDM2	13700188	13825079	1	124891
272	KAZN-AS1	14348955	14419973	1	71018
273	KAZN	14598685	15118043	1	519358
274	TMEM51-AS1	15111815	15152464	1	40649
275	TMEM51	15152532	15220478	1	67946
276	C1orf195	15164196	15171624	1	7428
277	FHAD1	15247225	15398127	1	150902
278	FHAD1-AS1	15326680	15343883	1	17203
279	EFHD2	15409888	15430339	1	20451
280	CTRC	15438443	15449242	1	10799
281	CELA2A	15456732	15472091	1	15359
282	CELA2B	15476104	15491394	1	15290
283	CASP9	15491401	15524790	1	33389
284	DNAJC16	15526813	15571733	1	44920
285	SCARNA21B	15542166	15542304	1	138
286	AGMAT	15571699	15585051	1	13352
287	DDI2	15617458	15669044	1	51586
288	RSC1A1	15659713	15662030	1	2317
289	PLEKHM2	15684320	15734769	1	50449
290	SLC25A34	15736258	15741392	1	5134
291	SLC25A34-AS1	15740051	15749890	1	9839
292	TMEM82	15742499	15747982	1	5483
293	FBLIM1	15756638	15786589	1	29951
294	UQCRHL	15807162	15807699	1	537
295	FLJ37453	15834215	15848147	1	13932
296	SPEN	15847707	15940456	1	92749
297	ZBTB17	15941869	15976132	1	34263
298	SRARP	16004236	16008807	1	4571
299	HSPB7	16014028	16019594	1	5566
300	CLCNKA	16022036	16034050	1	12014
301	CLCNKB	16043782	16057308	1	13526
302	FAM131C	16057769	16073651	1	15882
303	EPHA2	16124337	16156069	1	31732
304	ARHGEF19	16197854	16212652	1	14798
305	CPLANE2	16231692	16237183	1	5491
306	FBXO42	16246840	16352480	1	105640
307	SZRD1	16367242	16398145	1	30903
308	SPATA21	16395681	16437424	1	41743
309	NECAP2	16440672	16460089	1	19417
310	LINC01772	16460948	16468481	1	7533
311	CROCCP3	16467436	16492701	1	25265
312	RNVU1-18	16514122	16514285	1	163
313	LINC01783	16533891	16535652	1	1761
314	MIR3675	16548914	16548987	1	73
315	NBPF1	16562323	16613564	1	51241
316	CROCCP2	16618256	16630906	1	12650
317	MST1P2	16645574	16650420	1	4846
318	ESPNP	16691218	16720157	1	28939
319	MST1L	16754634	16764480	1	9846
320	LOC112267871	16872226	16874096	1	1870
321	LOC105376805	16888538	16889666	1	1128
322	CROCC	16921931	16972960	1	51029
323	MFAP2	16974504	16981586	1	7082
324	ATP13A2	16985958	17011928	1	25970
325	SDHB	17018726	17054032	1	35306
326	PADI2	17066761	17119451	1	52690
327	LINC02783	17189789	17196387	1	6598
328	PADI1	17205128	17246007	1	40879
329	PADI3	17249098	17284232	1	35134
330	MIR3972	17277889	17277975	1	86
331	PADI4	17308197	17364004	1	55807
332	PADI6	17372196	17401699	1	29503
333	RCC2	17406760	17439677	1	32917
334	ARHGEF10L	17539698	17697869	1	158171
335	ACTL8	17755333	17827063	1	71730
336	LINC01654	18065657	18074411	1	8754
337	IGSF21	18107798	18378483	1	270685
338	KLHDC7A	18480930	18485986	1	5056
339	PAX7	18630846	18748866	1	118020
340	TAS1R2	18839599	18859661	1	20062
341	ALDH4A1	18871430	18902799	1	31369
342	MIR4695	18883202	18883275	1	73
343	MIR1290	18897071	18897148	1	77
344	IFFO2	18904280	18956676	1	52396
345	UBR4	19074511	19210266	1	135755
346	EMC1-AS1	19210386	19240704	1	30318
347	EMC1	19215661	19251524	1	35863
348	MRTO4	19251805	19260128	1	8323
349	AKR7L	19265982	19274122	1	8140
350	AKR7A3	19282573	19288770	1	6197
351	LOC100506730	19293247	19295736	1	2489
352	AKR7A2	19302708	19312146	1	9438
353	SLC66A1	19312326	19332428	1	20102
354	CAPZB	19338775	19485539	1	146764
355	LOC105378614	19591802	19596832	1	5030
356	MICOS10	19596977	19629821	1	32844
357	MICOS10-NBL1	19596979	19658452	1	61473
358	RPS14P3	19607807	19608644	1	837
359	NBL1	19643229	19658456	1	15227
360	HTR6	19664875	19680966	1	16091
361	TMCO4	19682213	19799916	1	117703
362	RNF186	19814029	19815283	1	1254
363	OTUD3	19882395	19912944	1	30549
364	PLA2G2E	19920009	19923617	1	3608
365	PLA2G2A	19975435	19980434	1	4999
366	PLA2G5	20070194	20091911	1	21717
367	PLA2G2D	20111941	20119536	1	7595
368	PLA2G2F	20139323	20150381	1	11058
369	PLA2G2C	20163055	20177439	1	14384
370	UBXN10-AS1	20184243	20186486	1	2243
371	UBXN10	20186096	20196050	1	9954
372	LINC01757	20243095	20244654	1	1559
373	VWA5B1	20290875	20359518	1	68643
374	LINC01141	20359801	20428794	1	68993
375	CAMK2N1	20482391	20486210	1	3819
376	MUL1	20499448	20508151	1	8703
377	FAM43B	20552573	20555020	1	2447
378	CDA	20589097	20618903	1	29806
379	PINK1	20633458	20651511	1	18053
380	MIR6084	20633679	20633788	1	109
381	PINK1-AS	20642657	20652193	1	9536
382	DDOST	20651778	20661369	1	9591
383	KIF17	20664014	20718007	1	53993
384	SH2D5	20719731	20732703	1	12972
385	HP1BP3	20740266	20787307	1	47041
386	EIF4G3	20806292	21176897	1	370605
387	MIR1256	20988314	20988432	1	118
388	ECE1	21217250	21345504	1	128254
389	ECE1-AS1	21293290	21299869	1	6579
390	NBPF3	21440137	21485005	1	44868
391	ALPL	21508984	21578410	1	69426
392	RAP1GAP	21596221	21669357	1	73136
393	USP48	21678299	21783149	1	104850
394	LDLRAD2	21812265	21825223	1	12958
395	HSPG2	21822244	21937310	1	115066
396	CELA3B	21977022	21989354	1	12332
397	CELA3A	22001657	22012542	1	10885
398	LINC01635	22023994	22026048	1	2054
399	LINC00339	22025191	22031224	1	6033
400	CDC42	22052709	22101360	1	48651
401	WNT4	22117313	22143097	1	25784
402	MIR4418	22266239	22266300	1	61
403	ZBTB40	22451851	22531157	1	79306
404	EPHA8	22563489	22603595	1	40106
405	MIR6127	22633258	22633366	1	108
406	C1QA	22636628	22639678	1	3050
407	C1QC	22643633	22648108	1	4475
408	C1QB	22653236	22661636	1	8400
409	EPHB2	22710838	22921500	1	210662
410	MIR4684	22719517	22719598	1	81
411	MIR4253	22863159	22863226	1	67
412	LACTBL1	22953043	22972866	1	19823
413	TEX46	23010834	23015852	1	5018
414	KDM1A	23019468	23083689	1	64221
415	MIR3115	23044305	23044372	1	67
416	LUZP1	23084023	23168858	1	84835
417	HTR1D	23191895	23194729	1	2834
418	LINC01355	23281309	23285518	1	4209
419	HNRNPR	23304690	23344284	1	39594
420	ZNF436	23359448	23369836	1	10388
421	ZNF436-AS1	23368971	23371837	1	2866
422	TCEA3	23380909	23424748	1	43839
423	ASAP3	23428563	23484179	1	55616
424	E2F2	23506438	23531233	1	24795
425	LOC101928163	23521930	23528419	1	6489
426	ID3	23557926	23559501	1	1575
427	MDS2	23627334	23640568	1	13234
428	RPL11	23691806	23696835	1	5029
429	ELOA	23743366	23762059	1	18693
430	ELOA-AS1	23760382	23778297	1	17915
431	PITHD1	23778418	23788232	1	9814
432	LYPLA2	23791145	23795539	1	4394
433	GALE	23795599	23800754	1	5155
434	HMGCL	23801877	23825459	1	23582
435	FUCA1	23845081	23868369	1	23288
436	CNR2	23870516	23913362	1	42846
437	MIR378F	23929070	23929147	1	77
438	PNRC2	23959828	23963459	1	3631
439	SRSF10	23964347	23980327	1	15980
440	MYOM3	24056041	24112135	1	56094
441	IL22RA1	24119771	24143140	1	23369
442	IFNLR1	24154172	24187289	1	33117
443	LINC02800	24200240	24211690	1	11450
444	GRHL3	24319357	24364480	1	45123
445	STPG1	24356999	24415097	1	58098
446	NIPAL3	24413487	24472983	1	59496
447	RCAN3AS	24496254	24502382	1	6128
448	RCAN3	24502344	24541040	1	38696
449	NCMAP-DT	24539274	24556024	1	16750
450	NCMAP	24556087	24609327	1	53240
451	SRRM1	24643302	24673281	1	29979
452	CLIC4	24745447	24844319	1	98872
453	RUNX3	24899511	24965010	1	65499
454	MIR6731	24919345	24919416	1	71
455	MIR4425	25023503	25023586	1	83
456	SYF2	25222276	25232502	1	10226
457	RSRP1	25242237	25338254	1	96017
458	RHD	25272486	25330445	1	57959
459	TMEM50A	25338334	25362361	1	24027
460	RHCE	25362249	25420914	1	58665
461	MACO1	25430858	25500207	1	69349
462	LDLRAP1	25543606	25568886	1	25280
463	MAN1C1	25617468	25786207	1	168739
464	SELENON	25800193	25818221	1	18028
465	MTFR1L	25819906	25832942	1	13036
466	LOC646471	25819954	25823606	1	3652
467	AUNIP	25831913	25859458	1	27545
468	PAQR7	25861484	25871253	1	9769
469	STMN1	25884179	25906419	1	22240
470	MIR3917	25906362	25906454	1	92
471	PAFAH2	25959767	25998063	1	38296
472	EXTL1	26021775	26036463	1	14688
473	SLC30A2	26037252	26046118	1	8866
474	TRIM63	26051305	26067634	1	16329
475	PDIK1L	26111165	26125548	1	14383
476	FAM110D	26159079	26163962	1	4883
477	C1orf232	26164161	26168582	1	4421
478	ZNF593	26169908	26170873	1	965
479	CNKSR1	26177491	26189884	1	12393
480	CATSPER4	26190628	26202542	1	11914
481	ZPLD2P	26225320	26229840	1	4520
482	CEP85	26234200	26278808	1	44608
483	SH3BGRL3	26280086	26281522	1	1436
484	UBXN11	26282282	26318265	1	35983
485	CD52	26317958	26320523	1	2565
486	CRYBG2	26321859	26354130	1	32271
487	ZNF683	26361634	26372794	1	11160
488	LIN28A	26410817	26429728	1	18911
489	DHDDS	26432282	26471304	1	39022
490	DHDDS-AS1	26462757	26467537	1	4780
491	HMGN2	26472440	26476642	1	4202
492	RPS6KA1	26529761	26575025	1	45264
493	MIR1976	26554542	26554593	1	51
494	LOC101928728	26691910	26694131	1	2221
495	ARID1A	26696015	26782104	1	86089
496	PIGV	26787054	26800659	1	13605
497	ZDHHC18	26826688	26857604	1	30916
498	SFN	26863149	26864456	1	1307
499	GPN2	26876132	26890283	1	14151
500	GPATCH3	26890488	26900467	1	9979
501	NR0B2	26911489	26913975	1	2486
502	NUDC	26921743	26946871	1	25128
503	KDF1	26949562	26960468	1	10906
504	TRNP1	26993692	27000886	1	7194
505	TENT5B	27005020	27012850	1	7830
506	SLC9A1	27098809	27155125	1	56316
507	WDTC1	27234632	27308636	1	74004
508	TMEM222	27322145	27336400	1	14255
509	ACTG1P20	27323874	27326525	1	2651
510	SYTL1	27342022	27353932	1	11910
511	MAP3K6	27355184	27366961	1	11777
512	FCN3	27369110	27374852	1	5742
513	CD164L2	27379176	27383333	1	4157
514	GPR3	27392622	27395813	1	3191
515	WASF2	27404230	27490167	1	85937
516	AHDC1	27534245	27604144	1	69899
517	FGR	27612064	27635185	1	23121
518	LINC02574	27660328	27662722	1	2394
519	IFI6	27666064	27672192	1	6128
520	FAM76A	27725961	27763116	1	37155
521	STX12	27773219	27824443	1	51224
522	PPP1R8	27830782	27851675	1	20893
523	SCARNA1	27834401	27834566	1	165
524	THEMIS2	27872543	27886685	1	14142
525	RPA2	27891526	27914797	1	23271
526	SMPDL3B	27935000	27959152	1	24152
527	XKR8	27959973	27968093	1	8120
528	EYA3	27970344	28088637	1	118293
529	PTAFR	28147166	28193936	1	46770
530	DNAJC8	28200279	28233029	1	32750
531	ATP5IF1	28236091	28238105	1	2014
532	SESN2	28259518	28282491	1	22973
533	MED18	28329040	28335965	1	6925
534	PHACTR4	28369740	28500364	1	130624
535	RCC1	28505943	28539196	1	33253
536	SNHG3	28505943	28510892	1	4949
537	SNORA73A	28507365	28507571	1	206
538	SNORA73B	28508558	28508762	1	204
539	TRNAU1AP	28553017	28578545	1	25528
540	SNHG12	28578538	28582983	1	4445
541	SNORD99	28578743	28578822	1	79
542	SNORA61	28579764	28579893	1	129
543	SNORA44	28580381	28580512	1	131
544	SNORA16A	28580920	28581053	1	133
545	RAB42	28592265	28595449	1	3184
546	TAF12	28602850	28643067	1	40217
547	LINC01715	28643256	28648799	1	5543
548	RNU11	28648600	28648734	1	134
549	GMEB1	28668784	28719352	1	50568
550	YTHDF2	28736621	28769775	1	33154
551	OPRD1	28812170	28871267	1	59097
552	EPB41	28887091	29120046	1	232955
553	TMEM200B	29119429	29123903	1	4474
554	SRSF4	29147745	29181900	1	34155
555	MECR	29192657	29230934	1	38277
556	PTPRU	29236522	29326800	1	90278
557	LINC01756	29329620	29350114	1	20494
558	LINC01648	30013952	30037612	1	23660
559	MATN1	30711277	30723585	1	12308
560	MATN1-AS1	30718772	30726746	1	7974
561	LAPTM5	30732469	30757774	1	25305
562	MIR4420	30739156	30739232	1	76
563	LINC01778	30824652	30834284	1	9632
564	SDC3	30869466	30908758	1	39292
565	PUM1	30931506	31065717	1	134211
566	SNORD103A	30935689	30935776	1	87
567	SNORD103C	30968163	30968237	1	74
568	NKAIN1	31179745	31239887	1	60142
569	SNRNP40	31259568	31296788	1	37220
570	ZCCHC17	31296982	31364953	1	67971
571	FABP3	31365253	31373288	1	8035
572	SERINC2	31409777	31434678	1	24901
573	LDC1P	31500085	31508566	1	8481
574	LINC01226	31518435	31524245	1	5810
575	TINAGL1	31576485	31587686	1	11201
576	HCRTR1	31617700	31627318	1	9618
577	PEF1	31629866	31644876	1	15010
578	COL16A1	31652264	31704017	1	51753
579	ADGRB2	31727117	31764340	1	37223
580	MIR4254	31758660	31758735	1	75
581	SPOCD1	31790422	31816051	1	25629
582	PTP4A2	31906421	31938368	1	31947
583	KHDRBS1	32013868	32060850	1	46982
584	TMEM39B	32072031	32102866	1	30835
585	MIR5585	32086949	32087007	1	58
586	KPNA6	32108056	32176563	1	68507
587	TXLNA	32179675	32198285	1	18610
588	CCDC28B	32200386	32205390	1	5004
589	IQCC	32205671	32208682	1	3011
590	DCDC2B	32209094	32216196	1	7102
591	TMEM234	32214477	32222371	1	7894
592	EIF3I	32221584	32231604	1	10020
593	MTMR9LP	32231660	32241710	1	10050
594	FAM167B	32247222	32248856	1	1634
595	LCK	32251265	32286165	1	34900
596	HDAC1	32292083	32333626	1	41543
597	MARCKSL1	32333839	32336233	1	2394
598	FAM229A	32361270	32362243	1	973
599	TSSK3	32362539	32364309	1	1770
600	BSDC1	32364633	32394441	1	29808
601	ZBTB8B	32465072	32496685	1	31613
602	ZBTB8A	32539427	32605941	1	66514
603	ZBTB8OS	32620823	32650932	1	30109
604	RBBP4	32651208	32686211	1	35003
605	SYNC	32679906	32702770	1	22864
606	KIAA1522	32741830	32774970	1	33140
607	YARS1	32775239	32818032	1	42793
608	S100PBP	32817442	32858879	1	41437
609	FNDC5	32862268	32872484	1	10216
610	HPCA	32886491	32894646	1	8155
611	TMEM54	32894595	32901389	1	6794
612	RNF19B	32936449	32964809	1	28360
613	AK2	33007940	33036883	1	28943
614	AZIN2	33081153	33123492	1	42339
615	TRIM62	33145399	33182043	1	36644
616	ZNF362	33256492	33300719	1	44227
617	A3GALT2	33306766	33321098	1	14332
618	PHC2	33323623	33375593	1	51970
619	MIR3605	33332393	33332492	1	99
620	PHC2-AS1	33350352	33363245	1	12893
621	ZSCAN20	33472645	33496507	1	23862
622	CSMD2	33513999	34165842	1	651843
623	HMGB4	33860475	33864791	1	4316
624	CSMD2-AS1	33868956	33885458	1	16502
625	C1orf94	34166993	34219130	1	52137
626	MIR552	34669599	34669694	1	95
627	GJB5	34755047	34758512	1	3465
628	GJB4	34759740	34762327	1	2587
629	GJB3	34781214	34786364	1	5150
630	GJA4	34792999	34795747	1	2748
631	SMIM12	34850362	34859749	1	9387
632	DLGAP3	34865436	34929650	1	64214
633	LOC653160	34975699	34978706	1	3007
634	TMEM35B	34981526	34985347	1	3821
635	ZMYM6	34986166	35031945	1	45779
636	ZMYM1	35059786	35115858	1	56072
637	SFPQ	35176378	35193145	1	16767
638	ZMYM4	35268709	35422058	1	153349
639	ZMYM4-AS1	35358824	35366077	1	7253
640	KIAA0319L	35433492	35557403	1	123911
641	NCDN	35557792	35566779	1	8987
642	TFAP2E	35573314	35595326	1	22012
643	PSMB2	35599541	35641526	1	41985
644	C1orf216	35713877	35718884	1	5007
645	CLSPN	35720213	35769978	1	49765
646	AGO4	35807636	35857889	1	50253
647	AGO1	35869808	35924298	1	54490
648	AGO3	35931105	36072499	1	141394
649	TEKT2	36084094	36088275	1	4181
650	ADPRS	36088892	36093932	1	5040
651	COL8A2	36095239	36125222	1	29983
652	TRAPPC3	36136569	36156053	1	19484
653	MAP7D1	36156160	36180849	1	24689
654	THRAP3	36224443	36305356	1	80913
655	SH3D21	36306368	36321347	1	14979
656	EVA1B	36322030	36324154	1	2124
657	STK40	36339628	36385924	1	46296
658	LSM10	36393436	36397908	1	4472
