	adipocyte	airway_goblet_cell	alveolar_capillary_endothelial_cell	alveolar_type_1_(at1)_cell	alveolar_type_2_(at2)_cell	atrial_cardiomyocyte	basal_epidermal_(skin)	basal_epithelial_(mammary)	cd4_t	cd8_t	chief_cell	cilliated_cell	club_cell	colon_epithelial_cell_1	colon_epithelial_cell_2	colon_epithelial_cell_3	colonic_goblet_cell	cortical_epithelial-like	ductal_cell_(pancreatic)	eccrine_epidermal_(skin)	endocardial_cell	endothelial	endothelial_(exocrine_tissues)	endothelial_cell_(myocardial)	enterochromaffin_cell	esophageal_epithelial_cell	fibroblast	foveolar_cell	gastric_neuroendocrine_cell	granular_epidermal_(skin)	hepatocyte	keratinocyte_1	keratinocyte_2	luteal_cell_(ovarian)	lymphatic_endothelial_cell	macrophage	mammary_epithelial	mammary_luminal_epithelial_cell_1	mammary_luminal_epithelial_cell_2	mast	melanocyte	memory_b	mesothelial_cell	myoepithelial_(skin)	nkt	naive_t	pancreatic_acinar_cell	pancreatic_alpha	pancreatic_beta	pancreatic_delta,gamma_cell	paneth_cell	parietal_cell	pericyte	peripheral_nerve_stromal	plasma	satellite_cell	schwann_cell_(general)	small_intestinal_enterocyte	small_intestinal_goblet_cell	smooth_muscle_(general)	smooth_muscle_group_1	thyroid_follicular_cell	transitional_zone_cortical_cell	tuft_cell	type_i_skeletal_myocyte	type_ii_skeletal_myocyte	vascular_smooth_muscle_1	vascular_smooth_muscle_2	ventricular_cardiomyocyte	zona_fasciculata_cortical_cell	zona_glomerulosa_cortical_cell
chr1:78972719-79185514	3.6465044682251386e-05	1.3158628664922371e-05	9.491825623879429e-05	6.66951550095185e-05	6.663484948569401e-05	4.4147509032196266e-05	3.311040050806602e-05	2.0242236377869088e-05	3.469124874860641e-05	6.292442504377712e-05	2.9758795245914546e-05	6.899010012458457e-05	4.752783644117411e-05	3.688839611426146e-05	2.622896678895634e-05	6.579956735991454e-05	3.0862155236017905e-05	1.7991164971848137e-05	3.72135480860379e-05	4.714682541577719e-05	8.014486965448047e-05	0.00011667953609149963	0.00010810562645533523	9.408841948077829e-05	3.74689168609741e-05	2.0048753156367715e-05	4.32649702830195e-05	3.276585240704679e-05	4.701786953645562e-05	4.124207523557806e-05	3.193560184255541e-05	4.7308782115488634e-05	4.1086664594353386e-05	2.9697238306734806e-05	6.770172142585679e-05	5.921412400513481e-05	3.0240289421333005e-05	2.030845464133034e-05	4.5913318878770766e-05	3.7215417770375154e-05	3.859261123999335e-05	4.164916753125492e-05	5.2758877541377704e-05	3.719287158743442e-05	5.658413559305646e-05	4.6907628123961816e-05	2.9063121729253575e-05	1.5235512091305062e-05	2.5869672632268354e-05	4.6204898185999934e-05	2.65160710789417e-05	1.840872993020098e-05	4.359224122946958e-05	3.401677880155827e-05	3.467948108262404e-05	4.444433521999749e-05	4.385839865892962e-05	6.615696740039165e-05	3.7473391022858534e-05	9.19198388543608e-05	3.8771713031928374e-05	2.5459821974356504e-05	1.3201267214256547e-05	1.6097357628263736e-05	2.3127062412478933e-05	1.6565980205174242e-05	3.619334993883699e-05	3.568133207383742e-05	1.461512597721055e-05	1.1993805721945804e-05	1.4795997328536201e-05
chr1:79185514-79396068	6.375573209376322e-05	1.715675242016821e-05	6.061045314475169e-05	5.792449131626996e-05	7.767438061487289e-05	4.96518953118521e-05	4.4458223961723245e-05	2.4142394263317266e-05	3.2022691228696696e-05	6.594528995935613e-05	3.881813618525761e-05	4.0244225489341056e-05	6.815650146888298e-05	3.983572333190768e-05	1.838033929815427e-05	5.230726396825041e-05	3.857769379153286e-05	2.734657023720919e-05	4.4028676484312834e-05	4.8169652142509285e-05	5.5878341017045835e-05	5.987483086996561e-05	5.01071344712171e-05	7.932553013227459e-05	4.354541603825699e-05	2.0092023844444475e-05	5.509193808776159e-05	5.063984816019102e-05	3.889667895967434e-05	5.572215293558092e-05	4.180188502968633e-05	5.0289277057250046e-05	5.602726953404227e-05	4.000705699982855e-05	5.2546318555142213e-05	5.384793723089014e-05	3.421421261302886e-05	3.140776415858077e-05	4.7839618210866316e-05	4.303195883238494e-05	3.531113227445848e-05	4.097018219375563e-05	5.082275288533307e-05	3.734348877000793e-05	4.618728431589664e-05	4.7491132828658456e-05	3.111702632920764e-05	4.838876653640229e-05	2.5048202863182864e-05	5.040534338472721e-05	3.5451302370397976e-05	3.568779870213353e-05	4.864987542141965e-05	6.280020616837538e-05	5.601731025711411e-05	2.3171130139059697e-05	4.417960656678583e-05	6.196491799784071e-05	4.3909244934144435e-05	9.819104153596664e-05	4.048097358166184e-05	2.964726957756634e-05	1.6501583767820674e-05	4.507259955913846e-05	2.42227908896865e-05	1.690406141293557e-05	4.623733851484769e-05	3.7729639585648086e-05	2.0872273772775842e-05	1.3804191340352723e-05	1.3316397695682592e-05
chr1:79396068-79618444	3.928054635573432e-05	1.3289563458057157e-05	6.975920063649634e-05	6.713831705553396e-05	7.129420831184297e-05	5.982950526318913e-05	3.5497045425788764e-05	2.0805338973298996e-05	2.869407137550937e-05	6.161608523644116e-05	2.890441691466844e-05	9.773597475982819e-05	6.877732821292369e-05	3.495570548261206e-05	3.065616925451334e-05	5.9281565695011746e-05	3.600584760636116e-05	1.331346233916762e-05	3.744295122050608e-05	4.7353158236960616e-05	3.4878578196188194e-05	4.1156457102388164e-05	1.3391695744264161e-05	4.228336666704629e-05	3.0882232578609976e-05	1.821696069445155e-05	4.602041306159292e-05	2.8660959180551774e-05	2.7484173914910224e-05	4.409434853832133e-05	3.929204106103022e-05	4.78756763823811e-05	4.186987080515386e-05	3.6531240205851594e-05	4.922395464117065e-05	5.054100941954474e-05	3.3101045085594384e-05	2.0900973131642776e-05	4.792732930834805e-05	3.7356527045390315e-05	4.586319357638933e-05	5.331841114541993e-05	3.698732464206358e-05	4.408806404314736e-05	5.083032555771434e-05	4.769318314793001e-05	2.908133786688087e-05	2.5553344258145073e-05	2.3565483599746757e-05	2.520267219236357e-05	4.544625534956283e-05	2.729066983434072e-05	4.0996820023604946e-05	4.291347453311991e-05	0.00013018341404858583	3.7930151864576874e-05	4.541299275782123e-05	7.876819378847838e-05	4.331285380158255e-05	8.602967777539771e-05	3.128317013050015e-05	2.612481729821e-05	1.3060828211977226e-05	3.219471425652747e-05	2.4821493154210175e-05	1.648875120237481e-05	3.869466747626031e-05	3.535670634174246e-05	3.1750845027443573e-05	1.244640212654754e-05	1.306979775687365e-05
chr1:79618444-79835041	4.162537023815479e-05	2.0385259237093488e-05	6.632842032709219e-05	8.153209940832604e-05	8.085069110552468e-05	5.159321368839618e-05	2.9218074990933626e-05	2.410814208694413e-05	3.3801729575303176e-05	5.713425410228122e-05	3.381399655200934e-05	4.5993400416389754e-05	5.515548398058142e-05	5.263314092785506e-05	3.118590463992446e-05	6.625586742177313e-05	3.986361688411866e-05	1.5832225295226374e-05	3.81277202278726e-05	5.1366290468496704e-05	2.2782592341428436e-05	3.813670428119652e-05	2.444977871734618e-05	5.650352509573826e-05	3.919961710678895e-05	1.8938138829064212e-05	4.3530339431971406e-05	3.8458450882651246e-05	3.157691160478619e-05	3.582978303973525e-05	4.2580802123407194e-05	4.1576245412151995e-05	2.988121088958672e-05	3.347534889478653e-05	4.434483922371116e-05	4.896957876050883e-05	2.9066383929990755e-05	2.7321057193502624e-05	5.003792359998568e-05	3.3134940141545734e-05	3.482407360011194e-05	0.00014594368052305812	5.279777844406166e-05	4.013417478485823e-05	6.442387219823089e-05	4.261155322632099e-05	4.993682066185777e-05	1.8252389045030624e-05	1.725104103911944e-05	1.2601336596181788e-05	2.2184937291427425e-05	2.5191387617392563e-05	4.4421847854226524e-05	5.076350017861553e-05	0.00010164092449987159	3.7606745344509716e-05	4.374937799246065e-05	7.786998842595684e-05	3.9606758648713674e-05	9.878669785633599e-05	4.706757175508969e-05	2.492149242647511e-05	1.277995020741856e-05	1.9316828953916485e-05	2.3784355660955285e-05	1.8256386243980927e-05	4.985235410081707e-05	3.804603068483547e-05	2.3948501761814825e-05	9.95712190123803e-06	6.65819934784129e-06
chr1:79835041-80060761	4.603615919401093e-05	2.725456523016993e-05	7.547716781883691e-05	6.452013952072642e-05	7.38727381542897e-05	7.639817974580268e-05	3.552446712471432e-05	2.7088607629351994e-05	4.6254998001548374e-05	6.3018329621973e-05	3.3498331537493595e-05	9.198679983277957e-05	6.185101735800322e-05	6.346396129283515e-05	3.499146551198133e-05	7.910775660296744e-05	2.720117749169264e-05	2.015010464846992e-05	3.737924948075229e-05	5.0924391628976904e-05	5.8223898274326634e-05	5.080022552537886e-05	1.867382726197838e-05	4.7326162173623564e-05	6.791817874284844e-05	2.2225646077535477e-05	4.993888067194944e-05	3.168588247723149e-05	3.258692398670314e-05	5.373088562069023e-05	3.332034334250361e-05	4.37631877990335e-05	4.0080449619866406e-05	4.2651543579554695e-05	5.1360022208339825e-05	5.174956634325966e-05	3.983528135010065e-05	2.3331447493477397e-05	5.53592232292378e-05	4.229905291895375e-05	3.9705552780762306e-05	6.974702703662761e-05	4.1878385095707684e-05	4.000926628134304e-05	8.306144835896901e-05	6.312846812608165e-05	3.722203221069737e-05	3.650477707781666e-05	3.502368133201823e-05	1.6801781794909044e-05	3.1606815372512735e-05	1.8893540966547955e-05	4.849730890072516e-05	5.0240165135582495e-05	5.549485336649734e-05	3.532188423175213e-05	5.207368986580633e-05	6.455907937384756e-05	4.292203613105305e-05	0.00010798885762005674	5.1870580368255674e-05	5.094653228310963e-05	2.0012558824803798e-05	1.9316828953916485e-05	2.536414913287462e-05	1.9209805980484622e-05	3.855470658242738e-05	3.51194130173519e-05	7.390473115441395e-05	2.0593137409378635e-05	1.5289197206154085e-05
chr1:80060761-80276299	4.0424705633770705e-05	1.7945976448135244e-05	6.289764001768782e-05	8.135367603470919e-05	6.879187299380181e-05	5.2234884991583965e-05	2.2837157799636217e-05	1.9102699278435542e-05	3.291221040199994e-05	6.545223598970083e-05	2.8558268361883388e-05	9.773597475982819e-05	4.903703102320913e-05	4.893358634921881e-05	3.380092930014549e-05	5.639962931100397e-05	3.857769379153286e-05	2.1589397766217746e-05	3.525115361196786e-05	5.518150874467077e-05	3.7131082105178756e-05	4.329333284529339e-05	1.5463398145418948e-05	4.207762093164534e-05	4.0434333291141565e-05	2.4872364115619754e-05	4.2603903944646754e-05	3.251667709717368e-05	1.6126996872442407e-05	5.109102069794643e-05	4.543683146705034e-05	4.490948161047719e-05	3.0728344944279664e-05	4.798251251790175e-05	4.5808284898145994e-05	5.176531924628954e-05	2.9522421673314446e-05	2.2145653682961637e-05	4.97725028966904e-05	2.8870399155082765e-05	3.58947263126454e-05	7.451424337697707e-05	3.948537602739828e-05	3.6152623061628396e-05	7.083504132212292e-05	4.13202940683733e-05	2.5045300635664575e-05	2.7700930246900014e-05	2.3425801666077976e-05	3.780400778854536e-05	3.73428124975722e-05	1.409782505742306e-05	4.5707014869926675e-05	4.553014974828515e-05	5.4660344308596853e-05	2.3931565593534306e-05	5.190761480653086e-05	5.9390269252473384e-05	3.659412745527958e-05	0.00010352751112873629	3.436463119182335e-05	2.6409815294147228e-05	1.8889046806569212e-05	2.253630027956924e-05	2.418751959045984e-05	1.7918305036219564e-05	3.461640798674043e-05	3.6938661837679555e-05	3.060484284325992e-05	1.697236617256483e-05	1.898819628828816e-05
chr1:80276299-80496602	2.8540966941425266e-05	1.150909969526584e-05	8.005154156470921e-05	6.696140416107178e-05	7.044773633812961e-05	4.962255874437839e-05	3.46063669958744e-05	3.704833941776518e-05	3.2022691228696696e-05	5.771537318658516e-05	3.155378392958823e-05	8.048844997868206e-05	4.324659648138336e-05	3.1239945564015165e-05	2.216752301499323e-05	3.3308529685088475e-05	3.0862155236017905e-05	1.8710811530722063e-05	3.417157256238235e-05	4.071078663026301e-05	2.731536829891077e-05	4.0009075297198614e-05	1.4805076599086259e-05	6.158220040162208e-05	3.787042800771497e-05	2.0325438255321146e-05	3.7897147590447886e-05	4.87333118299167e-05	2.0344545080244084e-05	4.36157330746224e-05	2.743519196772372e-05	4.4305998832584605e-05	3.0728344944279664e-05	3.0780115482341856e-05	5.046781670365971e-05	5.790769874917554e-05	3.343222322002452e-05	2.531962728821091e-05	4.49904689712465e-05	3.000604108813439e-05	3.039019199336042e-05	9.843758246349179e-05	3.260046952618283e-05	2.026759160228329e-05	3.649899969045354e-05	4.7491132828658456e-05	2.5167591828486935e-05	3.28542994712595e-05	2.556461277939014e-05	1.2601336596181788e-05	2.1102084162460047e-05	1.53794454250057e-05	3.960752731827021e-05	3.977346427492172e-05	5.299132619279598e-05	4.444433521999749e-05	4.099480099186751e-05	5.8946108510461685e-05	4.0655494347248774e-05	8.735342099536508e-05	2.9760738292972903e-05	2.3779581005707897e-05	1.7414437282636282e-05	2.253630027956924e-05	2.1867931273811633e-05	2.028487349054892e-05	3.168311397722516e-05	3.568133207383742e-05	1.8862276891721235e-05	1.1993805721945804e-05	2.7372594207792005e-05
chr1:80496602-80710944	3.891948705432992e-05	5.487321363346717e-05	5.031811221653889e-05	5.843420752260973e-05	6.539810102410088e-05	6.983255710161957e-05	3.719641899433446e-05	3.084732838341675e-05	3.647028709521285e-05	6.604361864368342e-05	4.7512288329342954e-05	4.5993400416389754e-05	4.0490995897866615e-05	4.566238426683761e-05	2.2167523077219966e-05	6.974301828515376e-05	3.729177069894705e-05	2.2309044325091702e-05	3.451921606178854e-05	3.9330356464266184e-05	4.981657357077367e-05	3.571740906376946e-05	2.2319492276861186e-05	4.767793928380975e-05	4.9612676566382364e-05	5.1950325582174044e-05	3.921067715956974e-05	6.079453685115953e-05	2.847409933602315e-05	3.8867409949442894e-05	5.192780724805753e-05	3.8175981302436403e-05	3.361636212450894e-05	3.0680664125504466e-05	5.344299887688302e-05	5.398994500141184e-05	3.2051635996416436e-05	2.830126802291079e-05	4.166489787054945e-05	3.6449693701678324e-05	2.6177876294938587e-05	0.00013288395634193762	4.01618325693901e-05	2.4968774682705102e-05	8.505540230527848e-05	5.540632146442705e-05	2.6327873487662735e-05	3.7396255479029424e-05	3.224021518476728e-05	4.200446198727254e-06	3.247542180756535e-05	2.0855459722858732e-05	4.606574587454923e-05	3.2446773672459174e-05	6.119228125501393e-05	4.1025540282253575e-05	4.7140787710303925e-05	6.821233089795028e-05	3.9719642466979984e-05	9.223674307010228e-05	3.54923689299008e-05	2.463988120985255e-05	1.720377877921732e-05	3.8633656907832974e-05	2.350688790175353e-05	1.841764907509842e-05	3.332259697287712e-05	3.290467532304005e-05	2.1371880660777348e-05	1.4709384149556187e-05	1.80017965330524e-05
chr1:80710944-80922134	4.991721163405181e-05	3.062032822940268e-05	5.374889252594316e-05	6.713969332878529e-05	6.948362768271071e-05	4.4296913416801666e-05	2.9645983637740627e-05	2.2521309816785454e-05	3.558076792190959e-05	6.234788335637644e-05	3.554059862615201e-05	5.749175027048721e-05	5.454747019744186e-05	2.7611850740946715e-05	1.592890111344154e-05	6.276871655839237e-05	4.614118176796109e-05	2.5547453840024373e-05	4.215578227525449e-05	4.476388890170087e-05	5.667098120339879e-05	3.9494442604405334e-05	2.186854730015617e-05	5.319001428458081e-05	3.279675275418723e-05	1.8119839890250922e-05	4.138793736174682e-05	4.041599038820791e-05	2.2501817952900317e-05	3.273113960475703e-05	4.552337781079713e-05	4.308586641621228e-05	2.9308909866670418e-05	4.923990926014381e-05	5.675291678876479e-05	4.999685604098654e-05	2.3969265113144786e-05	2.0957450073569745e-05	3.5212828964557237e-05	3.7402902155552864e-05	3.995865698552479e-05	7.090930185752805e-05	3.812595095261457e-05	2.7721929981523553e-05	3.9373001102947375e-05	3.957594419288979e-05	2.8321713997218884e-05	2.5553344258145073e-05	1.9687455524875656e-05	2.10022269936363e-05	2.408441763138592e-05	2.493334271062162e-05	4.387687204402833e-05	3.82034591458226e-05	5.173956260594536e-05	5.2982825832964555e-05	4.6600645990292164e-05	6.621008420830086e-05	3.998010192490757e-05	8.072005671321763e-05	3.101737062993633e-05	2.3179838006858844e-05	2.619187492509413e-05	1.9316828953916485e-05	2.617826521607162e-05	1.8932548659503583e-05	3.3428048516080245e-05	3.108542650271239e-05	2.138047436817303e-05	3.937588820035042e-05	1.898819628828816e-05
chr1:80922134-81140456	3.7157590940137634e-05	1.8422079657987818e-05	6.175404658121979e-05	6.634511276749176e-05	7.037575541104293e-05	5.52788563627925e-05	3.181947740501566e-05	2.5715729963004905e-05	2.8464614535483777e-05	5.620245974886745e-05	3.387826032628596e-05	4.0244225489341056e-05	6.076148263032739e-05	4.995432047403038e-05	4.578903756234142e-05	5.927360965135295e-05	5.40189443357177e-05	2.5547453840024373e-05	3.470610019041935e-05	3.321271738615606e-05	4.7653209520423234e-05	4.063835378944157e-05	8.351189979599543e-06	4.098565886664144e-05	3.071191911497982e-05	2.2055984664837776e-05	4.2021741216227945e-05	2.3061259562002048e-05	2.6985626582359687e-05	4.071304894173847e-05	2.7089006592736693e-05	3.877264895451496e-05	3.237491006156025e-05	4.491189306465768e-05	5.094847656857723e-05	5.436103095227339e-05	4.0865243880931566e-05	2.8453318404487326e-05	4.4855025605701116e-05	3.2056717627975964e-05	3.785449595129879e-05	6.247375070266996e-05	3.8567507832230666e-05	2.1473314937173778e-05	4.5361580153373884e-05	5.365483091466549e-05	2.639937376098421e-05	4.3012237033718114e-05	2.6351399671955205e-05	4.6204898185999934e-05	5.077440939220915e-05	2.9389952051288946e-05	4.181610694498328e-05	4.814682496345031e-05	4.798427184539341e-05	4.3245893876949344e-05	4.5269937815953756e-05	7.0915373988059e-05	4.6029065185341285e-05	8.152985966427443e-05	3.431906751145673e-05	2.5103119781315048e-05	2.3242655877228266e-05	1.9316828953916485e-05	2.6010954666445163e-05	2.1883335536163135e-05	3.540087076768784e-05	3.5198510792148776e-05	3.626867564339632e-05	1.9461646397874333e-05	1.8494996410670264e-05
chr1:81140456-81352426	4.8854066275173185e-05	2.335424823269602e-05	6.382068925018764e-05	7.083515287149009e-05	7.533888691247347e-05	0.00012289105745831442	3.543372760699547e-05	3.0312672155840312e-05	2.2237980322361175e-05	6.4010961711503e-05	3.421655829132813e-05	6.324092519753589e-05	6.010838449296318e-05	4.243285941343877e-05	4.558737211494444e-05	3.951574010674871e-05	4.114953997670447e-05	0.00010686751499277788	5.203789147484564e-05	4.8371622217689036e-05	3.2719006673357406e-05	4.577835021189202e-05	2.8232172380105687e-05	6.852842070565464e-05	5.348959480747193e-05	4.672475407108465e-05	4.693753003915103e-05	5.583088713145363e-05	2.6985626574915308e-05	4.664436323466491e-05	7.503568102844315e-05	6.131446245220311e-05	6.474981911291142e-05	5.717725335922203e-05	5.074885140912442e-05	5.7054306702310683e-05	4.6620135669890094e-05	2.583156532699779e-05	4.292524743334022e-05	6.459560657894476e-05	3.09221605126522e-05	5.2209994222146276e-05	6.888106269260905e-05	3.9408534407964156e-05	4.3130961629910706e-05	5.165036733195496e-05	2.923114105966557e-05	4.838876653640229e-05	1.4493773541854623e-05	1.2601336596181788e-05	4.643467950021551e-05	2.099282318349616e-05	3.5557902023263e-05	6.803355659870574e-05	4.9653289961194304e-05	3.869369462983129e-05	4.828381224469715e-05	5.875149853419181e-05	5.033246908443447e-05	8.316576315685071e-05	4.271338015664496e-05	8.96035761125708e-05	9.865840010122588e-05	2.253630027956924e-05	2.700536024695957e-05	1.8594467451742257e-05	3.554045697051207e-05	3.685956406288271e-05	0.00013418622826159328	7.988326641220513e-05	7.003438362173811e-05
chr1:81352426-81563831	4.493530095547485e-05	8.449232656102185e-05	0.0001646774558633479	6.267690337407931e-05	7.116390216659994e-05	0.00017012219641251425	4.1410131224307026e-05	7.314582385959894e-05	2.490653784227087e-05	6.0748017910685015e-05	6.710757357361065e-05	5.749175027048721e-05	6.56481566606298e-05	8.679709461589817e-05	6.240117712058178e-05	9.384988135441042e-05	7.072577110617842e-05	3.9220738458628984e-05	6.68943150934213e-05	6.401984525229738e-05	6.239269664390907e-05	6.202304879954558e-05	0.00011079104166309302	0.00012660895441279611	5.680564130147045e-05	6.246933316943205e-05	5.6076441761397926e-05	8.176009369982286e-05	4.179558254216134e-05	9.050187782061358e-05	3.669565074862733e-05	4.871560051174494e-05	3.558237462824028e-05	7.608729276057562e-05	5.030149703024275e-05	6.578620673104904e-05	4.1573147320110616e-05	1.999259629830369e-05	4.930949281617851e-05	4.130366333131199e-05	4.0202444819493995e-05	8.999095494615107e-05	3.668649131347451e-05	4.801579044694043e-05	4.217532480112954e-05	4.5194071542216414e-05	3.7113796952421253e-05	5.8407642717159935e-05	2.0596406510583388e-05	3.3603562589818105e-05	0.00011798906384883975	5.248205643771913e-05	5.103013970569263e-05	6.123020103927627e-05	8.457131291449099e-05	3.41879504067659e-05	4.8159230901147057e-05	8.645468909137291e-05	5.840303971336956e-05	7.346534093767599e-05	4.683375867246985e-05	0.00011184588118732376	3.22307520231051e-05	7.404784149001319e-05	2.5538568167876267e-05	2.1586276696643272e-05	4.680052167534188e-05	4.8091448084035856e-05	0.00019983124122375826	2.6250592466900275e-05	2.096099579875966e-05
chr1:81563831-81782033	5.689098340069225e-05	3.585575218271151e-05	5.374889252594316e-05	8.208292402148857e-05	7.667495454469373e-05	9.547050028471649e-05	7.662966887894597e-05	5.3166452796667164e-05	3.2022691228696696e-05	6.298896638149315e-05	6.228843317307094e-05	4.5993400416389754e-05	6.454388122973999e-05	3.857995148334748e-05	2.9912468944589263e-05	3.7599753213182665e-05	4.243546306929033e-05	4.821632044455305e-05	4.195992163414562e-05	6.50844555952571e-05	1.6109726111823613e-05	4.653155039665375e-05	5.338046017015897e-05	8.741247670153565e-05	3.9868790289603715e-05	0.00010790465948987845	5.489040509601591e-05	8.056598044155527e-05	4.058538403576214e-05	8.929306591728799e-05	5.054306574810934e-05	5.4873508839038546e-05	0.00011772694301512246	4.70019235128409e-05	5.5431048773207924e-05	5.348166935769292e-05	2.832684170009604e-05	2.2676035545857657e-05	4.228703572193155e-05	3.677782851987158e-05	3.3723910043527964e-05	5.540596847022934e-05	5.821316072114472e-05	3.0994059819486395e-05	5.843592792867093e-05	5.211958669173022e-05	3.529071378508797e-05	3.763570753103394e-05	2.5500267858277103e-05	3.3603562589818105e-05	5.453013400382547e-05	7.137559639025286e-05	4.984985285389066e-05	5.5473515565912806e-05	5.723507784930962e-05	3.641759500627224e-05	5.091577412919011e-05	6.56691494575568e-05	5.397254332072919e-05	7.617525616800952e-05	5.202180596708603e-05	0.00010383427085708895	3.27925080322224e-05	2.5755771605221953e-05	2.7098503938726798e-05	1.9946792282787596e-05	4.0044922084785586e-05	3.915339953199142e-05	8.640835410021529e-05	3.009766190601497e-05	1.8494996410670264e-05
chr1:81782033-81989256	8.479369392724485e-05	9.113240379958666e-05	0.00011893371840462425	6.293235238653116e-05	8.324882634992897e-05	0.00013564962948839173	5.0244409384932796e-05	6.781976017209581e-05	3.3801729575303176e-05	5.7274442428496516e-05	9.743971322353167e-05	2.2996700708194858e-05	8.858437776718555e-05	5.7835339710933704e-05	4.149116492024414e-05	8.796448469347984e-05	5.2722847809976934e-05	0.00012054079961138249	0.00010238393187976133	8.82725827009955e-05	0.00012735855762868804	0.00010738582186753825	0.00011292868639986356	0.00018890049999614663	4.800952959818974e-05	6.626974881386073e-05	0.00010081651987918917	7.761844962767086e-05	6.244000897463463e-05	6.345975310846362e-05	0.00013899342905730077	4.220618850917497e-05	6.27927038320055e-05	7.54496034352972e-05	4.2758982331071e-05	4.1884650601456905e-05	0.00010618803111185079	2.6387800126972002e-05	4.610408148383234e-05	4.596001398457828e-05	3.8066704501570475e-05	3.500033774246939e-05	7.622397809249487e-05	6.364482475550521e-05	3.649899969045354e-05	8.706707600750174e-05	7.803003589023583e-05	8.602447305519162e-05	2.769183010218276e-05	0.00013021380216054522	3.702767763582802e-05	9.810800962951777e-05	0.0001004486896636319	0.00013763711732209979	4.383963433515856e-05	4.062016671211583e-05	9.735010323225286e-05	6.0869701137045655e-05	3.2883386248851605e-05	7.469399604775469e-05	9.242472937376387e-05	0.0001949572626509011	0.00011501954386676716	1.6097357628263736e-05	3.643173459808991e-05	2.880681751145282e-05	0.0001049305615195901	0.00012233599323482344	0.0001741814126175601	0.00010726534889060977	9.568077725786753e-05
chr1:81989256-82207676	4.608412301903737e-05	3.2764719559828686e-05	4.574373847066653e-05	6.249955713365693e-05	7.002962756542771e-05	6.654147490467674e-05	3.441980839323938e-05	2.920250098943862e-05	2.5796057015574077e-05	5.277450215175099e-05	3.379653696074556e-05	0.000103485149686877	5.8745329927454295e-05	5.475989030544616e-05	3.577268581946028e-05	5.9532941993974115e-05	5.0151001624805286e-05	2.0869751207343854e-05	3.985001569409147e-05	5.182659792628719e-05	3.7240130963644595e-05	4.1790546934457174e-05	1.7855594040519728e-05	5.363384779592956e-05	5.962701616665237e-05	4.5604988747279797e-05	4.7223148008672936e-05	5.2990551710886055e-05	3.6419885378885846e-05	3.618358956418873e-05	3.306070431126335e-05	4.076238620694867e-05	3.558939033591212e-05	4.408445054441792e-05	4.301781068049558e-05	5.19331915684533e-05	4.989938320137044e-05	3.181177695078392e-05	4.379697803662549e-05	4.251717144238904e-05	4.59870016722247e-05	5.1009604041552277e-05	4.610833856203273e-05	4.4524869138462314e-05	4.5723822944601566e-05	4.6907628123961816e-05	2.6909446593670342e-05	3.6011209017296646e-05	3.742276074349158e-05	4.6204898185999934e-05	3.5657296545491194e-05	2.309210540044435e-05	5.383335201867515e-05	5.65201856519789e-05	4.297721749799088e-05	2.9501229456743652e-05	4.931748939814753e-05	5.3474521373879355e-05	4.4750304656794946e-05	7.554276919108176e-05	3.4402749563870005e-05	4.211377549402804e-05	2.261068036697131e-05	2.253630027956924e-05	3.180342609220921e-05	2.8616669231945958e-05	3.8748646793711094e-05	4.587599809277697e-05	3.944520521137851e-05	2.014054100477692e-05	2.046779592114178e-05
chr1:82207676-82424272	6.468964699246426e-05	4.03006477454729e-05	4.574373847066653e-05	5.763120084282386e-05	7.514170123669487e-05	3.8615520925616474e-05	3.474722884231606e-05	3.569292538900006e-05	2.6685576188877334e-05	5.461057836538156e-05	3.1289109060042476e-05	0.00012073267446802305	3.833401073411074e-05	4.7043996515318516e-05	2.7149559904089472e-05	4.184581137810831e-05	4.4727742794037474e-05	1.7991164971848137e-05	3.938390344985283e-05	5.66634319622067e-05	3.429234187084553e-05	4.5123347718237865e-05	3.787743363699859e-05	6.568777975751428e-05	6.393229383574004e-05	4.102413060444163e-05	5.386433230360592e-05	4.6571070182618064e-05	2.6928880834503037e-05	4.267555859069141e-05	4.2840441154647504e-05	4.3492336844585593e-05	3.7351513359431186e-05	5.875395234425628e-05	5.48774203896267e-05	5.6302396615012436e-05	5.468348523828535e-05	4.2332472957927394e-05	5.077075117083391e-05	3.7093818348237914e-05	3.713517706898172e-05	4.5041664190896474e-05	5.13598662501167e-05	4.07270277038441e-05	4.5464025451044894e-05	4.390281238426868e-05	2.5709923361427897e-05	3.225917802834975e-05	3.1067448764065384e-05	4.2004452987272624e-05	2.828035616695211e-05	2.2640310694514993e-05	5.471463663924095e-05	7.379024207206923e-05	4.172545391114017e-05	2.9501229456743652e-05	4.947380512569772e-05	7.13429999309361e-05	4.12073974012934e-05	7.95144338230544e-05	3.6005688300470085e-05	2.3404578352619205e-05	1.2147974697161604e-05	1.9316828953916485e-05	2.6988040801816976e-05	1.8932548659503583e-05	4.605731733259354e-05	4.077866508330722e-05	2.2050423034623696e-05	1.1993805721945804e-05	1.0603798368784275e-05
