gene	gene_start	gene_end	CHROM	gene_length
149	CAMTA1-DT	6843952	6845040	1	1088
150	CAMTA1	6845514	7829766	1	984252
151	CAMTA1-AS2	7442548	7449814	1	7266
152	VAMP3	7831356	7841492	1	10136
153	PER3	7844247	7905237	1	60990
154	UTS2	7907672	7913551	1	5879
155	TNFRSF9	7975931	8000899	1	24968
156	PARK7	8021771	8045565	1	23794
157	ERRFI1	8071787	8086369	1	14582
158	LINC01714	8268732	8275268	1	6536
159	SLC45A1	8378174	8404225	1	26051
160	RERE	8412464	8877699	1	465235
161	RERE-AS1	8484705	8495076	1	10371
162	SNORD128	8554860	8554973	1	113
163	ENO1	8921059	8938745	1	17686
164	MIR6728	8926561	8926649	1	88
165	ENO1-AS1	8938894	8939943	1	1049
166	CA6	9005927	9035148	1	29221
167	SLC2A7	9063359	9086404	1	23045
168	SLC2A5	9095165	9132318	1	37153
169	GPR157	9160364	9189161	1	28797
170	MIR34AHG	9208070	9242397	1	34327
171	MIR34A	9211727	9211836	1	109
172	LNCTAM34A	9242263	9252144	1	9881
173	H6PD	9294833	9331394	1	36561
174	SPSB1	9352953	9429590	1	76637
175	LINC02606	9485153	9489055	1	3902
176	SLC25A33	9599524	9645231	1	45707
177	TMEM201	9648969	9674935	1	25966
178	PIK3CD	9711789	9789172	1	77383
179	PIK3CD-AS1	9712668	9714644	1	1976
180	PIK3CD-AS2	9732484	9747632	1	15148
181	CLSTN1	9789079	9884584	1	95505
182	CTNNBIP1	9908334	9970327	1	61993
183	LZIC	9982176	10003449	1	21273
184	NMNAT1	10002981	10045556	1	42575
185	TMEM274P	10010630	10020845	1	10215
186	MIR5697	10027439	10027516	1	77
187	RBP7	10057286	10076079	1	18793
188	UBE4B	10093016	10241296	1	148280
189	KIF1B	10270628	10441661	1	171033
190	RNU6-9	10359024	10359128	1	104
191	PGD	10459121	10480568	1	21447
192	CENPS	10490490	10502865	1	12375
193	CENPS-CORT	10490490	10512210	1	21720
194	CORT	10510088	10512055	1	1967
195	DFFA	10516579	10532586	1	16007
196	PEX14	10535007	10690815	1	155808
197	CASZ1	10696666	10856703	1	160037
198	C1orf127	11006530	11042094	1	35564
199	TARDBP	11072679	11085549	1	12870
200	MASP2	11086580	11107296	1	20716
201	SRM	11114646	11120075	1	5429
202	EXOSC10	11126676	11159926	1	33250
203	EXOSC10-AS1	11159732	11162162	1	2430
204	MTOR	11166592	11322608	1	156016
205	MTOR-AS1	11203955	11209595	1	5640
206	ANGPTL7	11249412	11256038	1	6626
207	UBIAD1	11333255	11359628	1	26373
208	DISP3	11539212	11597608	1	58396
209	LINC01647	11669588	11673411	1	3823
210	FBXO2	11708444	11714486	1	6042
211	FBXO44	11714464	11723384	1	8920
212	FBXO6	11724257	11734409	1	10152
213	MAD2L2	11734537	11751678	1	17141
214	DRAXIN	11751767	11785914	1	34147
215	AGTRAP	11796142	11810828	1	14686
216	C1orf167	11822250	11849642	1	27392
217	C1orf167-AS1	11837134	11839676	1	2542
218	MTHFR	11845781	11866021	1	20240
219	CLCN6	11866153	11903201	1	37048
220	NPPA-AS1	11900376	11907673	1	7297
221	NPPA	11905766	11907840	1	2074
222	NPPB	11917521	11919002	1	1481
223	RNU5E-1	11968211	11968329	1	118
224	KIAA2013	11979648	11986484	1	6836
225	PLOD1	11994774	12035594	1	40820
226	MFN2	12040238	12073572	1	33334
227	MIIP	12079555	12092102	1	12547
228	MIR6729	12089215	12089279	1	64
229	TNFRSF8	12123360	12204264	1	80904
230	MIR7846	12227000	12227095	1	95
231	TNFRSF1B	12227048	12269277	1	42229
232	MIR4632	12251770	12251830	1	60
233	VPS13D	12290087	12572098	1	282011
234	SNORA59A	12567300	12567451	1	151
235	DHRS3	12627939	12678216	1	50277
236	MIR6730	12638985	12639051	1	66
237	AADACL4	12704566	12727097	1	22531
238	AADACL3	12776113	12788727	1	12614
239	C1orf158	12806148	12823847	1	17699
240	PRAMEF12	12834991	12838048	1	3057
241	PRAMEF1	12851546	12856777	1	5231
242	LINC01784	12882549	12883086	1	537
243	PRAMEF11	12884463	12891264	1	6801
244	HNRNPCL1	12907230	12908609	1	1379
245	HNRNPCL3	12907230	12908235	1	1005
246	HNRNPCL4	12907230	12908157	1	927
247	PRAMEF2	12916941	12921764	1	4823
248	PRAMEF4	12939033	12946025	1	6992
249	PRAMEF8	12976467	12980300	1	3833
250	PRAMEF6	12998302	13007406	1	9104
251	PRAMEF25	13052240	13112702	1	60462
252	PRAMEF26	13052394	13112702	1	60308
253	HNRNPCL2	13182960	13184326	1	1366
254	PRAMEF36P	13194518	13199727	1	5209
255	PRAMEF18	13328196	13698405	1	370209
256	PRAMEF22	13328833	13477528	1	148695
257	PRAMEF5	13359819	13369057	1	9238
258	PRAMEF7	13386915	13390748	1	3833
259	PRAMEF10	13409128	13414502	1	5374
260	PRAMEF33	13409135	13414502	1	5367
261	PRAMEF15	13421176	13428193	1	7017
262	PRAMEF27	13424003	13427859	1	3856
263	PRAMEF14	13447414	13452656	1	5242
264	PRAMEF19	13474053	13477569	1	3516
265	PRAMEF17	13495258	13498257	1	2999
266	PRAMEF13	13668269	13673511	1	5242
267	PRAMEF20	13736907	13747803	1	10896
268	LRRC38	13801441	13840498	1	39057
269	PDPN	13910252	13944452	1	34200
270	PRDM2	14026683	14151574	1	124891
271	KAZN-AS1	14675450	14746469	1	71019
272	KAZN	14925181	15444539	1	519358
273	TMEM51-AS1	15438311	15478960	1	40649
274	TMEM51	15479028	15546974	1	67946
275	C1orf195	15490692	15498120	1	7428
276	FHAD1	15573721	15724623	1	150902
277	FHAD1-AS1	15653176	15670379	1	17203
278	EFHD2	15736384	15756835	1	20451
279	CTRC	15764939	15775737	1	10798
280	CELA2A	15783227	15798586	1	15359
281	CELA2B	15802599	15817889	1	15290
282	CASP9	15817896	15851285	1	33389
283	DNAJC16	15853308	15898228	1	44920
284	SCARNA21B	15868661	15868799	1	138
285	AGMAT	15898194	15911546	1	13352
286	DDI2	15943953	15995539	1	51586
287	RSC1A1	15986208	15988525	1	2317
288	PLEKHM2	16010815	16061264	1	50449
289	SLC25A34	16062753	16067887	1	5134
290	SLC25A34-AS1	16066546	16076385	1	9839
291	TMEM82	16068994	16074477	1	5483
292	FBLIM1	16083133	16113084	1	29951
293	UQCRHL	16133657	16134194	1	537
294	FLJ37453	16160710	16174642	1	13932
295	SPEN	16174202	16266951	1	92749
296	ZBTB17	16268364	16302627	1	34263
297	SRARP	16330731	16335302	1	4571
298	HSPB7	16340523	16346089	1	5566
299	CLCNKA	16348531	16360545	1	12014
300	CLCNKB	16370277	16383803	1	13526
301	FAM131C	16384264	16400146	1	15882
302	EPHA2	16450832	16482564	1	31732
303	ARHGEF19	16524349	16539147	1	14798
304	CPLANE2	16558187	16563678	1	5491
305	FBXO42	16573335	16678975	1	105640
306	SZRD1	16693737	16724640	1	30903
307	SPATA21	16722176	16763919	1	41743
308	NECAP2	16767167	16786584	1	19417
309	LINC01772	16787443	16794976	1	7533
310	CROCCP3	16793931	16819196	1	25265
311	RNU1-1	16840617	16840780	1	163
312	LINC01783	16860386	16862147	1	1761
313	MIR3675	16875409	16875482	1	73
314	NBPF1	16888818	16940059	1	51241
315	CROCCP2	16944751	16957401	1	12650
316	MST1P2	16972069	16976915	1	4846
317	RNVU1-18	16993280	16993443	1	163
318	ESPNP	17017713	17046652	1	28939
319	MST1L	17081129	17090975	1	9846
320	LOC102724562	17083556	17086552	1	2996
321	LOC440570	17197440	17200587	1	3147
322	LOC112267871	17198721	17200591	1	1870
323	LOC105376805	17215033	17216161	1	1128
324	RNU1-2	17222475	17222638	1	163
325	CROCC	17248426	17299455	1	51029
326	MFAP2	17300999	17308081	1	7082
327	ATP13A2	17312453	17338423	1	25970
328	SDHB	17345221	17380527	1	35306
329	PADI2	17393256	17445946	1	52690
330	LINC02783	17516284	17522882	1	6598
331	PADI1	17531623	17572502	1	40879
332	PADI3	17575593	17610727	1	35134
333	MIR3972	17604384	17604470	1	86
334	PADI4	17634692	17690499	1	55807
335	PADI6	17698691	17728195	1	29504
336	RCC2	17733256	17766173	1	32917
337	ARHGEF10L	17866193	18024364	1	158171
338	ACTL8	18081828	18153558	1	71730
339	LINC01654	18392151	18400905	1	8754
340	IGSF21	18434292	18704977	1	270685
341	KLHDC7A	18807424	18812480	1	5056
342	PAX7	18957340	19075360	1	118020
343	TAS1R2	19166093	19186155	1	20062
344	ALDH4A1	19197924	19229293	1	31369
345	MIR4695	19209696	19209769	1	73
346	MIR1290	19223565	19223642	1	77
347	IFFO2	19230774	19283170	1	52396
348	UBR4	19401006	19536760	1	135754
349	EMC1-AS1	19536880	19567198	1	30318
350	EMC1	19542155	19578018	1	35863
351	MRTO4	19578299	19586622	1	8323
352	AKR7L	19592476	19600616	1	8140
353	AKR7A3	19609067	19615264	1	6197
354	LOC100506730	19619741	19622230	1	2489
355	AKR7A2	19629202	19638640	1	9438
356	SLC66A1	19638820	19658922	1	20102
357	CAPZB	19665269	19812033	1	146764
358	LOC105378614	19918296	19923326	1	5030
359	MICOS10	19923471	19956315	1	32844
360	MICOS10-NBL1	19923473	19984945	1	61472
361	RPS14P3	19934301	19935138	1	837
362	NBL1	19969723	19984949	1	15226
363	HTR6	19991368	20007459	1	16091
364	TMCO4	20008706	20126409	1	117703
365	RNF186	20140522	20141776	1	1254
366	OTUD3	20208888	20239437	1	30549
367	PLA2G2E	20246502	20250110	1	3608
368	PLA2G2A	20301928	20306927	1	4999
369	PLA2G5	20396687	20418404	1	21717
370	PLA2G2D	20438434	20446029	1	7595
371	PLA2G2F	20465816	20476874	1	11058
372	PLA2G2C	20489548	20503932	1	14384
373	UBXN10-AS1	20510736	20512979	1	2243
374	UBXN10	20512589	20522543	1	9954
375	LINC01757	20569588	20571147	1	1559
376	VWA5B1	20617368	20686011	1	68643
377	LINC01141	20686294	20755287	1	68993
378	CAMK2N1	20808884	20812703	1	3819
379	MUL1	20825941	20834644	1	8703
380	FAM43B	20879066	20881513	1	2447
381	CDA	20915590	20945396	1	29806
382	PINK1	20959951	20978004	1	18053
383	MIR6084	20960172	20960281	1	109
384	PINK1-AS	20969150	20978686	1	9536
385	DDOST	20978271	20987862	1	9591
386	KIF17	20990507	21044500	1	53993
387	SH2D5	21046224	21059196	1	12972
388	HP1BP3	21066759	21113800	1	47041
389	EIF4G3	21132785	21503390	1	370605
390	MIR1256	21314807	21314925	1	118
391	ECE1	21543743	21671997	1	128254
392	ECE1-AS1	21619783	21626362	1	6579
393	NBPF3	21766630	21811498	1	44868
394	ALPL	21835477	21904903	1	69426
395	RAP1GAP	21922714	21995850	1	73136
396	USP48	22004791	22109642	1	104851
397	LDLRAD2	22138758	22151716	1	12958
398	HSPG2	22148737	22263803	1	115066
399	CELA3B	22303515	22315847	1	12332
400	CELA3A	22328150	22339035	1	10885
401	LINC01635	22350487	22352541	1	2054
402	LINC00339	22351684	22357717	1	6033
403	CDC42	22379202	22427853	1	48651
404	WNT4	22443806	22469590	1	25784
405	MIR4418	22592732	22592793	1	61
406	ZBTB40	22778344	22857650	1	79306
407	EPHA8	22889982	22930088	1	40106
408	MIR6127	22959751	22959859	1	108
409	C1QA	22963121	22966171	1	3050
410	C1QC	22970126	22974601	1	4475
411	C1QB	22979729	22988129	1	8400
412	EPHB2	23037331	23247993	1	210662
413	MIR4684	23046010	23046091	1	81
414	MIR4253	23189652	23189719	1	67
415	LACTBL1	23279536	23299359	1	19823
416	TEX46	23337327	23342345	1	5018
417	KDM1A	23345961	23410182	1	64221
418	MIR3115	23370798	23370865	1	67
419	LUZP1	23410516	23495351	1	84835
420	HTR1D	23518388	23521222	1	2834
421	LINC01355	23607802	23612011	1	4209
422	HNRNPR	23631181	23670777	1	39596
423	ZNF436	23685941	23696329	1	10388
424	ZNF436-AS1	23695464	23698330	1	2866
425	TCEA3	23707402	23751241	1	43839
426	ASAP3	23755056	23810672	1	55616
427	E2F2	23832930	23857725	1	24795
428	LOC101928163	23848422	23854911	1	6489
429	ID3	23884417	23885992	1	1575
430	MDS2	23953824	23967058	1	13234
431	RPL11	24018296	24023325	1	5029
432	ELOA	24069856	24088549	1	18693
433	ELOA-AS1	24086872	24104787	1	17915
434	PITHD1	24104908	24114722	1	9814
435	LYPLA2	24117635	24122029	1	4394
436	GALE	24122089	24127244	1	5155
437	HMGCL	24128367	24151949	1	23582
438	FUCA1	24171571	24194859	1	23288
439	CNR2	24197006	24239852	1	42846
440	MIR378F	24255560	24255637	1	77
441	PNRC2	24286318	24289949	1	3631
442	SRSF10	24290837	24306817	1	15980
443	MYOM3	24382531	24438625	1	56094
444	IL22RA1	24446261	24469630	1	23369
445	IFNLR1	24480662	24513779	1	33117
446	LINC02800	24526730	24538180	1	11450
447	GRHL3	24645847	24690970	1	45123
448	STPG1	24683489	24741587	1	58098
449	NIPAL3	24739977	24799473	1	59496
450	RCAN3AS	24822744	24828872	1	6128
451	RCAN3	24828834	24867530	1	38696
452	NCMAP-DT	24865764	24882515	1	16751
453	NCMAP	24882578	24935818	1	53240
454	SRRM1	24969793	24999772	1	29979
455	CLIC4	25071938	25170810	1	98872
456	RUNX3	25226002	25291501	1	65499
457	MIR6731	25245836	25245907	1	71
458	MIR4425	25349994	25350077	1	83
459	SYF2	25548767	25558993	1	10226
460	RSRP1	25568728	25664745	1	96017
461	RHD	25598977	25656936	1	57959
462	TMEM50A	25664825	25688852	1	24027
463	RHCE	25688740	25747405	1	58665
464	MACO1	25757349	25826698	1	69349
465	LDLRAP1	25870097	25895377	1	25280
466	MAN1C1	25943959	26112698	1	168739
467	SELENON	26126684	26144712	1	18028
468	MTFR1L	26146397	26159433	1	13036
469	LOC646471	26146445	26150097	1	3652
470	AUNIP	26158404	26185949	1	27545
471	PAQR7	26187975	26197744	1	9769
472	STMN1	26210670	26232910	1	22240
473	MIR3917	26232853	26232945	1	92
474	PAFAH2	26286258	26324554	1	38296
475	EXTL1	26348266	26362954	1	14688
476	SLC30A2	26363743	26372609	1	8866
477	TRIM63	26377796	26394125	1	16329
478	PDIK1L	26437656	26452039	1	14383
479	FAM110D	26485570	26490453	1	4883
480	C1orf232	26490652	26495073	1	4421
481	ZNF593	26496399	26497364	1	965
482	CNKSR1	26503982	26516375	1	12393
483	CATSPER4	26517119	26529033	1	11914
484	ZPLD2P	26551811	26556331	1	4520
485	CEP85	26560691	26605299	1	44608
486	SH3BGRL3	26606577	26608013	1	1436
487	UBXN11	26608773	26644756	1	35983
488	CD52	26644449	26647014	1	2565
489	CRYBG2	26648350	26680621	1	32271
490	ZNF683	26688125	26699285	1	11160
491	LIN28A	26737308	26756219	1	18911
492	DHDDS	26758773	26797795	1	39022
493	DHDDS-AS1	26789248	26794028	1	4780
494	HMGN2	26798931	26803133	1	4202
495	RPS6KA1	26856252	26901516	1	45264
496	MIR1976	26881033	26881084	1	51
497	LOC101928728	27018401	27020622	1	2221
498	ARID1A	27022506	27108595	1	86089
499	PIGV	27113545	27127150	1	13605
500	ZDHHC18	27153179	27184095	1	30916
501	SFN	27189640	27190947	1	1307
502	GPN2	27202623	27216774	1	14151
503	GPATCH3	27216979	27226958	1	9979
504	NR0B2	27237980	27240466	1	2486
505	NUDC	27248234	27273362	1	25128
506	KDF1	27276053	27286959	1	10906
507	TRNP1	27320183	27327377	1	7194
508	TENT5B	27331511	27339341	1	7830
509	SLC9A1	27425300	27481616	1	56316
510	WDTC1	27561123	27635127	1	74004
511	TMEM222	27648636	27662891	1	14255
512	ACTG1P20	27650365	27653016	1	2651
513	SYTL1	27668513	27680423	1	11910
514	MAP3K6	27681675	27693452	1	11777
515	FCN3	27695601	27701343	1	5742
516	CD164L2	27705666	27709823	1	4157
517	GPR3	27719126	27722317	1	3191
518	WASF2	27730734	27816678	1	85944
519	AHDC1	27860756	27930655	1	69899
520	FGR	27938575	27961696	1	23121
521	LINC02574	27986839	27989233	1	2394
522	IFI6	27992575	27998703	1	6128
523	FAM76A	28052472	28089627	1	37155
524	STX12	28099730	28150954	1	51224
525	PPP1R8	28157293	28178186	1	20893
526	SCARNA1	28160912	28161077	1	165
527	THEMIS2	28199054	28213196	1	14142
528	RPA2	28218036	28241308	1	23272
529	SMPDL3B	28261511	28285663	1	24152
530	XKR8	28286484	28294604	1	8120
531	EYA3	28296855	28415148	1	118293
532	PTAFR	28473677	28520447	1	46770
533	DNAJC8	28526790	28559540	1	32750
534	ATP5IF1	28562602	28564616	1	2014
535	SESN2	28586029	28609002	1	22973
536	MED18	28655551	28662476	1	6925
537	PHACTR4	28696251	28826876	1	130625
538	RCC1	28832455	28865708	1	33253
539	SNHG3	28832455	28837404	1	4949
540	SNORA73A	28833877	28834083	1	206
541	SNORA73B	28835070	28835274	1	204
542	TRNAU1AP	28879529	28905057	1	25528
543	SNHG12	28905050	28909495	1	4445
544	SNORD99	28905255	28905334	1	79
545	SNORA61	28906276	28906405	1	129
546	SNORA44	28906893	28907024	1	131
547	SNORA16A	28907432	28907565	1	133
548	RAB42	28918777	28921961	1	3184
549	TAF12	28929362	28969579	1	40217
550	LINC01715	28969768	28975311	1	5543
551	RNU11	28975112	28975246	1	134
552	GMEB1	28995296	29045864	1	50568
553	YTHDF2	29063133	29096287	1	33154
554	OPRD1	29138682	29197779	1	59097
555	EPB41	29213603	29446558	1	232955
556	TMEM200B	29445941	29450415	1	4474
557	SRSF4	29474256	29508412	1	34156
558	MECR	29519169	29557446	1	38277
559	PTPRU	29563034	29653312	1	90278
560	LINC01756	29656132	29676626	1	20494
561	LINC01648	30486799	30510459	1	23660
562	MATN1	31184124	31196432	1	12308
563	MATN1-AS1	31191619	31199593	1	7974
564	LAPTM5	31205316	31230621	1	25305
565	MIR4420	31212003	31212079	1	76
566	LINC01778	31297499	31307131	1	9632
567	SDC3	31342313	31381605	1	39292
568	PUM1	31404353	31538564	1	134211
569	SNORD103B	31408536	31408623	1	87
570	SNORD103C	31441010	31441084	1	74
571	NKAIN1	31652592	31712734	1	60142
572	SNRNP40	31732415	31769635	1	37220
573	ZCCHC17	31769829	31837800	1	67971
574	FABP3	31838100	31846135	1	8035
575	SERINC2	31882624	31907525	1	24901
576	LDC1P	31971839	31974167	1	2328
577	LINC01226	31984036	31989846	1	5810
578	TINAGL1	32042086	32053287	1	11201
579	HCRTR1	32083301	32092919	1	9618
580	PEF1	32095467	32110477	1	15010
581	COL16A1	32117865	32169618	1	51753
582	ADGRB2	32192718	32229941	1	37223
583	MIR4254	32224261	32224336	1	75
584	SPOCD1	32256023	32281652	1	25629
585	PTP4A2	32372022	32403969	1	31947
586	KHDRBS1	32479469	32526451	1	46982
587	TMEM39B	32537632	32568467	1	30835
588	MIR5585	32552550	32552608	1	58
589	KPNA6	32573657	32642164	1	68507
590	TXLNA	32645276	32663886	1	18610
591	CCDC28B	32665987	32670991	1	5004
592	IQCC	32671272	32674283	1	3011
593	DCDC2B	32674695	32681797	1	7102
594	TMEM234	32680078	32687972	1	7894
595	EIF3I	32687185	32697205	1	10020
596	MTMR9LP	32697261	32707311	1	10050
597	FAM167B	32712823	32714457	1	1634
598	LCK	32716866	32751766	1	34900
599	HDAC1	32757684	32799227	1	41543
600	MARCKSL1	32799440	32801834	1	2394
601	FAM229A	32826871	32827844	1	973
602	TSSK3	32828140	32829910	1	1770
603	BSDC1	32830234	32860042	1	29808
604	ZBTB8B	32930673	32962286	1	31613
605	ZBTB8A	33005028	33071542	1	66514
606	ZBTB8OS	33086424	33116533	1	30109
607	RBBP4	33116809	33151812	1	35003
608	SYNC	33145507	33168371	1	22864
609	KIAA1522	33207431	33240571	1	33140
610	YARS1	33240840	33283633	1	42793
611	S100PBP	33283043	33324480	1	41437
612	FNDC5	33327869	33338085	1	10216
613	HPCA	33352092	33360247	1	8155
614	TMEM54	33360196	33366990	1	6794
615	RNF19B	33402050	33430410	1	28360
616	AK2	33473541	33502484	1	28943
617	AZIN2	33546754	33589093	1	42339
618	TRIM62	33611000	33647644	1	36644
619	ZNF362	33722093	33766320	1	44227
620	A3GALT2	33772367	33786699	1	14332
621	PHC2	33789224	33841194	1	51970
622	MIR3605	33797994	33798093	1	99
623	PHC2-AS1	33815953	33828846	1	12893
624	ZSCAN20	33938246	33962107	1	23861
625	CSMD2	33979599	34631443	1	651844
626	HMGB4	34326076	34330392	1	4316
627	CSMD2-AS1	34334557	34351059	1	16502
628	C1orf94	34632594	34684731	1	52137
629	MIR552	35135200	35135295	1	95
630	GJB5	35220648	35224113	1	3465
631	GJB4	35225341	35227928	1	2587
632	GJB3	35246815	35251965	1	5150
633	GJA4	35258600	35261348	1	2748
634	SMIM12	35315963	35325350	1	9387
635	DLGAP3	35331037	35395251	1	64214
636	LOC653160	35441300	35444307	1	3007
637	TMEM35B	35447127	35450948	1	3821
638	ZMYM6	35451766	35497546	1	45780
639	ZMYM1	35525387	35581459	1	56072
640	SFPQ	35641979	35658746	1	16767
641	ZMYM4	35734310	35887659	1	153349
642	ZMYM4-AS1	35824425	35831678	1	7253
643	KIAA0319L	35899093	36023004	1	123911
644	NCDN	36023393	36032380	1	8987
645	TFAP2E	36038915	36060927	1	22012
646	PSMB2	36065143	36107127	1	41984
647	C1orf216	36179478	36184485	1	5007
648	CLSPN	36185814	36235579	1	49765
649	AGO4	36273237	36323490	1	50253
650	AGO1	36335409	36389899	1	54490
651	AGO3	36396706	36538100	1	141394
652	TEKT2	36549695	36553876	1	4181
653	ADPRS	36554493	36559533	1	5040
654	COL8A2	36560840	36590823	1	29983
655	TRAPPC3	36602170	36621654	1	19484
656	MAP7D1	36621761	36646450	1	24689
657	THRAP3	36690044	36770957	1	80913
658	SH3D21	36771969	36786948	1	14979
